train_loss,train_acc,val_loss,val_acc
0.3817342971163386,0.8747891461144718,0.1787330061197281,0.9490588450292399
0.11061013322808941,0.9684422017992865,0.08450961112976074,0.9745065789473685
0.07792369466190036,0.9784201954397395,0.06944816559553146,0.9794407894736842
0.06513679859073718,0.9815248371335505,0.06359424442052841,0.9821134868421053
0.05557771550995034,0.9849857491856677,0.05514192581176758,0.9829358552631579
0.05005881251579193,0.9872251628664495,0.05357787013053894,0.9839638157894737
0.046281333547085524,0.9880394951140065,0.05012809485197067,0.985608552631579
0.04287635337588672,0.9887520358306189,0.048411302268505096,0.987047697368421
0.03939830027983284,0.9900244299674267,0.04832788556814194,0.9874588815789473
0.037672517908409434,0.9907878664495114,0.050807561725378036,0.9862253289473685
0.033429945434947234,0.9915004071661238,0.0520196408033371,0.9862253289473685
0.03220041173169729,0.9916021986970684,0.052135903388261795,0.9862253289473685
0.029526465524637203,0.992671009771987,0.059393260627985,0.985608552631579
0.02677661968821338,0.9935362377850163,0.057414960116147995,0.9874588815789473
0.02573258187739385,0.9938416123778502,0.059299200773239136,0.9868421052631579
