train_loss,train_acc,val_loss,val_acc
0.47786792169643355,0.7558383145804032,0.4238116443157196,0.8075994318181818
0.4555318979900094,0.7875571378340366,0.31821209192276,0.8485795454545455
0.28197511936290354,0.8812558602906704,0.2103683054447174,0.9211647727272727
0.22242312010707735,0.9148792780121894,0.19597245752811432,0.9242897727272726
0.1850022435471227,0.9284531762775433,0.16344231367111206,0.9426136363636364
0.16264906898140907,0.9415069737458978,0.15868648886680603,0.9433948863636363
0.1401161735853817,0.9513962142522269,0.15947560966014862,0.9402698863636363
0.1414767295310769,0.9482316572902015,0.14367449283599854,0.9504261363636364
0.13119032139642328,0.9540406704172527,0.1347651481628418,0.9504261363636364
0.11940811022738868,0.9579963666197844,0.14273391664028168,0.9500710227272726
0.12007839902292324,0.9579963666197844,0.16521894931793213,0.9419034090909092
0.1120651857337997,0.9603697843413033,0.13380944728851318,0.9497159090909092
0.1001562382318551,0.9647210501640882,0.1355513334274292,0.9520596590909092
0.0939163581904354,0.96808339193624,0.1416299194097519,0.9489346590909091
0.0971028575602966,0.9675632911392406,0.1787041276693344,0.9340909090909092
